tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,churn
45,118.13,5425.63,Month-to-month,Credit card,No,0,0
64,119.56,7320.48,Month-to-month,Bank transfer,Fiber optic,3,0
68,71.16,4572.03,Month-to-month,Mailed check,Fiber optic,0,0
21,71.6,1622.97,Two year,Bank transfer,Fiber optic,2,0
71,60.66,3806.98,One year,Mailed check,DSL,4,0
46,97.65,4712.34,Month-to-month,Mailed check,Fiber optic,4,1
5,61.78,0.0,Month-to-month,Mailed check,No,2,1
68,59.47,4195.53,One year,Mailed check,DSL,1,0
10,94.46,784.7,Month-to-month,Mailed check,No,2,1
42,56.54,2563.59,Month-to-month,Bank transfer,No,3,0
57,69.06,4513.67,Month-to-month,Mailed check,DSL,0,0
18,30.47,139.24,One year,Mailed check,Fiber optic,2,0
19,87.6,1789.66,One year,Electronic check,DSL,1,1
34,118.52,3704.27,Month-to-month,Mailed check,Fiber optic,0,0
64,88.03,5710.78,Month-to-month,Mailed check,No,2,0
16,106.54,1667.5,One year,Credit card,No,1,1
48,48.85,2368.04,One year,Mailed check,No,1,0
33,75.91,2340.86,One year,Electronic check,DSL,0,0
8,46.42,511.87,Month-to-month,Mailed check,Fiber optic,0,0
51,64.31,3018.89,One year,Bank transfer,DSL,0,0
60,89.31,5581.81,Two year,Electronic check,No,3,0
42,72.55,2973.25,One year,Electronic check,DSL,0,0
12,34.68,163.72,Month-to-month,Mailed check,DSL,3,0
11,37.12,695.46,One year,Mailed check,DSL,0,0
30,35.47,1052.01,Month-to-month,Mailed check,DSL,2,1
36,82.29,3305.68,Month-to-month,Electronic check,DSL,3,0
40,121.6,5083.74,Month-to-month,Bank transfer,DSL,2,0
17,104.06,1625.38,Two year,Electronic check,No,1,0
36,22.6,798.32,Month-to-month,Bank transfer,Fiber optic,6,0
21,105.53,2237.85,Two year,Bank transfer,DSL,0,1
50,93.41,4945.24,Month-to-month,Electronic check,Fiber optic,2,1
58,31.37,1898.07,Month-to-month,Mailed check,Fiber optic,2,0
47,62.42,2965.47,Month-to-month,Electronic check,Fiber optic,1,1
0,97.39,0.0,One year,Bank transfer,DSL,0,0
72,83.76,6021.68,Month-to-month,Mailed check,Fiber optic,0,0
1,37.27,272.1,Month-to-month,Mailed check,Fiber optic,2,0
72,85.27,6140.0,Month-to-month,Electronic check,DSL,2,1
2,18.0,0.0,Month-to-month,Mailed check,Fiber optic,1,0
37,64.43,2282.28,Month-to-month,Mailed check,Fiber optic,1,0
7,98.45,589.46,Month-to-month,Electronic check,Fiber optic,2,0
6,70.46,170.38,Month-to-month,Credit card,DSL,3,1
49,57.53,2683.73,Two year,Mailed check,Fiber optic,0,1
53,92.23,5158.1,Month-to-month,Electronic check,Fiber optic,0,0
8,94.37,717.76,Month-to-month,Bank transfer,DSL,1,1
71,102.75,7422.11,Month-to-month,Mailed check,DSL,2,0
23,91.86,1666.57,Month-to-month,Mailed check,Fiber optic,1,0
23,97.03,2334.09,One year,Bank transfer,DSL,0,0
21,88.32,1825.73,Month-to-month,Electronic check,Fiber optic,2,1
33,76.64,2442.4,Month-to-month,Bank transfer,DSL,2,0
12,72.24,899.43,One year,Electronic check,Fiber optic,1,1
31,64.07,1896.88,Month-to-month,Electronic check,Fiber optic,0,1
15,39.69,213.06,Two year,Electronic check,Fiber optic,2,1
3,46.12,304.36,Two year,Electronic check,Fiber optic,2,0
26,62.95,1680.43,Month-to-month,Mailed check,Fiber optic,1,0
49,76.04,3669.27,Month-to-month,Credit card,No,2,1
55,106.02,5657.2,Month-to-month,Credit card,Fiber optic,1,0
25,68.96,1459.3,Month-to-month,Electronic check,Fiber optic,5,1
23,95.09,2227.3,Month-to-month,Credit card,DSL,0,0
57,96.98,5818.44,One year,Bank transfer,Fiber optic,1,1
49,64.21,3183.05,Month-to-month,Bank transfer,Fiber optic,1,0
60,84.87,4843.14,Month-to-month,Credit card,Fiber optic,3,0
66,63.91,4258.7,Month-to-month,Mailed check,Fiber optic,3,0
59,103.05,6070.55,Two year,Mailed check,No,0,0
68,85.9,5996.46,Two year,Bank transfer,No,6,0
30,40.24,1316.35,Month-to-month,Bank transfer,Fiber optic,2,0
28,74.04,1535.62,One year,Bank transfer,No,0,0
23,111.2,2655.81,Month-to-month,Electronic check,No,3,0
17,65.47,932.35,One year,Credit card,DSL,1,0
54,81.19,4128.5,One year,Mailed check,Fiber optic,2,0
52,83.65,4315.72,Two year,Credit card,DSL,1,1
58,44.08,2630.87,Month-to-month,Mailed check,DSL,3,0
12,82.77,697.88,Month-to-month,Electronic check,DSL,0,0
35,35.15,1357.22,Two year,Credit card,Fiber optic,1,0
16,54.36,1007.15,Month-to-month,Bank transfer,DSL,1,1
65,96.89,6306.51,Month-to-month,Electronic check,DSL,0,0
19,78.92,1343.29,One year,Electronic check,DSL,1,0
10,62.39,447.59,One year,Electronic check,Fiber optic,2,1
41,81.16,3512.29,One year,Electronic check,No,0,0
64,68.5,4111.83,One year,Credit card,No,0,0
66,70.31,4832.36,One year,Electronic check,Fiber optic,3,1
7,86.42,575.21,Month-to-month,Electronic check,DSL,0,1
23,51.82,1174.51,One year,Credit card,No,0,0
11,71.01,473.64,One year,Credit card,DSL,1,0
22,62.19,1341.84,Two year,Electronic check,No,0,0
38,30.36,1264.12,Month-to-month,Bank transfer,Fiber optic,3,0
20,46.99,699.22,Month-to-month,Bank transfer,Fiber optic,1,1
4,109.21,526.58,One year,Bank transfer,DSL,2,0
37,79.62,2961.89,Month-to-month,Mailed check,DSL,3,0
3,36.91,0.0,Month-to-month,Credit card,Fiber optic,1,0
16,31.49,657.7,Two year,Credit card,Fiber optic,1,0
0,67.2,0.0,Month-to-month,Bank transfer,No,2,1
6,109.03,716.58,Month-to-month,Credit card,Fiber optic,3,1
31,65.33,2316.76,Month-to-month,Electronic check,Fiber optic,1,1
62,102.67,6625.04,Month-to-month,Bank transfer,DSL,1,0
56,78.8,4482.87,One year,Credit card,Fiber optic,1,0
7,81.78,518.17,Month-to-month,Bank transfer,DSL,0,1
2,36.61,0.0,Month-to-month,Credit card,Fiber optic,4,0
24,93.44,2187.99,Month-to-month,Mailed check,Fiber optic,1,1
47,61.63,2994.34,Month-to-month,Credit card,Fiber optic,1,0
54,91.58,4799.87,Month-to-month,Credit card,Fiber optic,2,0
60,49.65,3115.08,Month-to-month,Bank transfer,DSL,1,0
24,74.43,2170.2,Month-to-month,Bank transfer,Fiber optic,3,1
12,78.8,934.46,Month-to-month,Bank transfer,Fiber optic,1,1
1,66.15,0.0,Month-to-month,Mailed check,Fiber optic,2,0
10,80.11,559.08,Month-to-month,Bank transfer,Fiber optic,0,0
4,63.34,393.14,Month-to-month,Credit card,No,1,0
62,53.77,3323.2,Month-to-month,Electronic check,DSL,1,1
19,110.14,2250.43,Month-to-month,Electronic check,Fiber optic,1,1
60,96.22,5677.38,Month-to-month,Mailed check,Fiber optic,1,0
40,50.98,2188.65,Month-to-month,Mailed check,DSL,1,0
39,84.21,3255.74,One year,Bank transfer,Fiber optic,1,1
33,51.43,1565.44,Month-to-month,Mailed check,DSL,2,1
59,40.38,2310.41,One year,Bank transfer,DSL,2,0
3,95.85,72.07,One year,Electronic check,DSL,1,1
6,27.4,522.47,Month-to-month,Mailed check,No,2,0
30,93.17,2777.79,Month-to-month,Bank transfer,Fiber optic,4,0
28,63.68,1899.11,Month-to-month,Mailed check,DSL,2,1
39,64.71,2427.11,Month-to-month,Bank transfer,DSL,1,0
53,80.24,4063.57,Month-to-month,Bank transfer,DSL,0,0
42,84.53,3508.16,Month-to-month,Mailed check,DSL,3,0
18,49.34,1086.36,Two year,Mailed check,Fiber optic,1,1
23,87.94,1928.96,Month-to-month,Credit card,DSL,0,0
54,72.83,3776.35,One year,Credit card,DSL,1,0
14,38.6,568.36,One year,Electronic check,DSL,1,0
36,65.75,2456.94,Month-to-month,Bank transfer,Fiber optic,0,0
39,104.53,4372.46,Two year,Mailed check,Fiber optic,1,0
54,111.91,6107.08,Two year,Electronic check,Fiber optic,2,0
52,87.93,4688.47,Month-to-month,Bank transfer,Fiber optic,3,1
33,40.24,1457.44,Month-to-month,Electronic check,No,1,0
22,82.27,1602.29,Month-to-month,Mailed check,Fiber optic,1,1
26,91.27,2199.66,Month-to-month,Bank transfer,No,1,1
30,88.14,2449.18,Month-to-month,Credit card,Fiber optic,0,0
16,89.62,1194.2,Month-to-month,Mailed check,DSL,3,1
45,79.08,3701.85,Month-to-month,Credit card,Fiber optic,1,0
15,68.19,1075.05,One year,Credit card,Fiber optic,3,0
47,54.79,2589.48,Month-to-month,Mailed check,Fiber optic,1,0
54,22.55,751.1,Month-to-month,Electronic check,DSL,2,0
70,78.49,5864.36,Month-to-month,Bank transfer,Fiber optic,2,0
8,74.65,436.24,One year,Electronic check,No,1,0
55,83.94,4985.99,One year,Credit card,DSL,2,0
6,36.56,0.0,Month-to-month,Mailed check,DSL,1,0
24,86.13,1920.78,One year,Credit card,DSL,0,1
12,121.36,1059.85,Month-to-month,Bank transfer,Fiber optic,0,1
11,71.96,856.76,One year,Mailed check,Fiber optic,0,1
12,68.46,623.27,One year,Credit card,Fiber optic,0,1
3,77.73,40.04,Month-to-month,Credit card,No,2,0
60,120.81,7001.45,One year,Credit card,Fiber optic,1,0
4,44.41,317.56,Two year,Electronic check,Fiber optic,2,0
29,75.08,2305.39,One year,Mailed check,DSL,0,0
51,50.01,2876.6,Month-to-month,Credit card,DSL,1,0
72,56.32,3931.96,One year,Credit card,Fiber optic,0,0
62,68.76,4302.52,Month-to-month,Mailed check,DSL,2,0
10,103.68,804.75,One year,Electronic check,DSL,2,1
72,115.02,8221.48,Two year,Mailed check,No,2,0
47,81.2,3723.17,Month-to-month,Bank transfer,Fiber optic,0,0
13,60.59,871.21,Month-to-month,Bank transfer,DSL,1,1
32,130.0,4343.06,Month-to-month,Credit card,Fiber optic,1,0
67,59.31,4152.24,Month-to-month,Electronic check,Fiber optic,2,0
28,55.72,1408.5,Month-to-month,Mailed check,No,1,0
13,25.63,512.87,Month-to-month,Mailed check,Fiber optic,0,1
63,104.9,6600.91,One year,Credit card,DSL,0,0
69,94.21,6441.8,Month-to-month,Electronic check,DSL,3,0
71,130.0,9102.47,Month-to-month,Electronic check,DSL,2,0
69,35.26,2332.28,One year,Mailed check,Fiber optic,2,0
63,106.45,7020.24,Month-to-month,Electronic check,Fiber optic,0,0
33,71.75,2423.2,Month-to-month,Bank transfer,Fiber optic,0,0
14,90.15,1293.57,One year,Bank transfer,Fiber optic,2,0
45,28.81,1249.05,Two year,Bank transfer,DSL,0,0
16,106.7,2147.51,One year,Credit card,DSL,4,1
34,89.66,3283.44,Month-to-month,Mailed check,DSL,0,1
47,69.03,3114.49,Month-to-month,Mailed check,Fiber optic,1,0
69,86.13,5893.57,Two year,Mailed check,Fiber optic,2,0
21,50.86,1029.55,One year,Credit card,No,1,0
18,55.51,1025.51,One year,Bank transfer,DSL,2,0
53,58.41,2969.72,One year,Electronic check,Fiber optic,0,0
0,23.68,78.99,Month-to-month,Bank transfer,DSL,3,0
41,91.54,4014.68,Month-to-month,Bank transfer,Fiber optic,2,0
54,99.79,5152.2,One year,Electronic check,DSL,3,0
40,52.47,1895.59,Two year,Bank transfer,Fiber optic,1,0
28,78.71,2116.77,Month-to-month,Bank transfer,DSL,0,0
60,63.36,3723.07,One year,Electronic check,DSL,1,0
27,78.21,2471.31,Month-to-month,Electronic check,Fiber optic,0,0
51,54.31,2950.15,Two year,Bank transfer,Fiber optic,2,0
33,47.91,1751.15,Month-to-month,Bank transfer,Fiber optic,1,0
1,96.3,48.72,One year,Bank transfer,DSL,1,0
38,68.4,2547.79,Month-to-month,Mailed check,No,0,0
3,120.55,100.35,One year,Bank transfer,DSL,6,1
67,71.16,4908.28,One year,Credit card,Fiber optic,2,1
43,46.85,2102.86,Month-to-month,Electronic check,No,1,0
27,100.67,2949.66,Two year,Bank transfer,Fiber optic,2,1
35,85.77,2964.0,Two year,Electronic check,DSL,1,1
45,88.17,3942.21,Two year,Electronic check,Fiber optic,2,0
18,99.77,1826.38,Month-to-month,Credit card,DSL,3,1
21,53.68,1287.82,One year,Electronic check,Fiber optic,0,0
30,66.82,1739.92,Month-to-month,Bank transfer,Fiber optic,3,0
18,65.71,1315.34,One year,Bank transfer,Fiber optic,1,1
55,37.73,2071.53,Month-to-month,Credit card,No,2,0
7,63.41,253.32,One year,Bank transfer,DSL,2,1
60,103.41,5829.34,Month-to-month,Bank transfer,DSL,1,0
25,75.93,1873.77,Month-to-month,Credit card,Fiber optic,2,0
40,36.35,1714.53,Month-to-month,Credit card,Fiber optic,2,0
11,31.1,643.59,Month-to-month,Bank transfer,Fiber optic,0,0
28,111.62,3189.31,Month-to-month,Electronic check,Fiber optic,3,1
55,67.74,4078.97,Month-to-month,Electronic check,Fiber optic,2,0
19,53.81,1014.75,One year,Mailed check,No,3,0
9,63.15,739.95,Month-to-month,Bank transfer,Fiber optic,2,1
38,33.07,1175.34,Month-to-month,Bank transfer,DSL,2,0
11,105.58,1068.72,One year,Credit card,DSL,2,0
22,60.17,1201.87,Two year,Electronic check,Fiber optic,2,0
32,104.19,2963.03,Two year,Electronic check,DSL,1,0
41,71.29,3154.62,Two year,Electronic check,DSL,1,0
46,105.74,4748.47,Two year,Bank transfer,DSL,1,0
49,76.42,3600.19,One year,Bank transfer,Fiber optic,0,0
61,91.33,5358.78,Two year,Electronic check,No,1,0
4,87.98,315.12,Two year,Credit card,DSL,0,0
26,85.58,2542.57,Month-to-month,Mailed check,DSL,2,0
0,78.7,376.88,Two year,Bank transfer,Fiber optic,2,0
0,64.18,0.0,One year,Credit card,DSL,2,0
15,117.89,1704.49,One year,Electronic check,No,0,1
43,47.33,1848.86,Two year,Credit card,Fiber optic,3,0
65,70.11,4734.9,Month-to-month,Credit card,Fiber optic,2,0
56,70.37,3992.43,Month-to-month,Credit card,No,2,0
47,80.06,3648.29,One year,Electronic check,Fiber optic,1,0
56,59.26,3331.8,One year,Mailed check,DSL,0,0
12,77.87,848.49,Two year,Electronic check,Fiber optic,4,0
61,65.78,4303.08,Two year,Mailed check,Fiber optic,1,0
64,30.45,2047.33,One year,Credit card,Fiber optic,2,0
6,70.24,542.0,Two year,Credit card,No,0,0
34,42.49,964.47,Month-to-month,Credit card,DSL,2,0
60,26.64,1586.4,Two year,Mailed check,Fiber optic,1,0
34,73.42,2871.32,Month-to-month,Credit card,DSL,2,0
61,82.2,5252.73,Month-to-month,Credit card,DSL,2,0
68,83.17,5322.91,Month-to-month,Credit card,Fiber optic,2,0
34,84.18,2805.68,One year,Credit card,Fiber optic,2,0
4,21.69,0.0,Month-to-month,Bank transfer,Fiber optic,1,0
24,35.97,1171.39,Month-to-month,Electronic check,DSL,2,0
15,119.34,1834.04,One year,Mailed check,DSL,0,1
34,43.82,1351.67,One year,Credit card,Fiber optic,0,0
42,85.27,3587.53,Month-to-month,Mailed check,Fiber optic,0,1
33,52.83,1273.95,One year,Electronic check,Fiber optic,0,0
14,71.99,812.59,Month-to-month,Credit card,Fiber optic,1,1
21,54.17,1144.1,Month-to-month,Mailed check,No,1,1
49,84.04,4270.11,Month-to-month,Credit card,Fiber optic,0,0
1,73.42,0.0,One year,Mailed check,Fiber optic,0,1
15,58.79,813.28,One year,Mailed check,Fiber optic,0,0
65,43.75,3025.21,One year,Mailed check,Fiber optic,1,0
7,76.69,275.6,Two year,Mailed check,No,2,0
30,39.68,1231.71,One year,Mailed check,Fiber optic,0,0
15,80.69,1222.18,One year,Mailed check,Fiber optic,2,0
7,130.0,1218.59,Two year,Credit card,Fiber optic,5,1
30,103.75,3071.2,Month-to-month,Mailed check,Fiber optic,2,1
38,87.96,3311.54,Month-to-month,Mailed check,No,1,1
12,67.86,968.21,Month-to-month,Credit card,No,3,0
5,21.53,0.0,One year,Mailed check,DSL,1,0
9,36.94,292.73,Month-to-month,Electronic check,DSL,1,0
47,102.07,4715.25,Month-to-month,Electronic check,Fiber optic,1,0
62,50.26,3090.87,Two year,Mailed check,Fiber optic,0,0
13,52.52,835.46,Two year,Bank transfer,No,0,1
23,65.86,1614.5,Month-to-month,Credit card,DSL,1,0
25,43.45,951.46,Month-to-month,Electronic check,No,2,0
26,39.33,1047.21,Month-to-month,Bank transfer,Fiber optic,6,0
17,68.74,1436.83,Month-to-month,Mailed check,DSL,0,0
4,47.71,41.2,Two year,Mailed check,DSL,1,0
38,51.47,1982.16,One year,Mailed check,Fiber optic,1,0
26,50.47,1277.46,Month-to-month,Mailed check,DSL,2,0
24,83.06,1982.08,Month-to-month,Electronic check,Fiber optic,0,0
19,64.2,926.22,Month-to-month,Electronic check,Fiber optic,3,1
67,65.54,4644.83,Month-to-month,Bank transfer,Fiber optic,3,0
44,84.92,3597.26,Month-to-month,Electronic check,DSL,1,0
30,66.45,2178.16,One year,Mailed check,No,1,0
14,63.04,770.76,Month-to-month,Electronic check,Fiber optic,2,1
58,81.76,4629.56,Two year,Electronic check,Fiber optic,1,0
64,86.7,5767.48,Month-to-month,Electronic check,Fiber optic,4,1
2,66.32,311.55,One year,Mailed check,Fiber optic,1,0
67,72.02,4862.58,Month-to-month,Electronic check,No,1,0
